scode,sname,sclx,enddate,forecastl,forecastt,increasel,increaset,forecastcontent,changereasondscrpt,forecasttype,yearearlier,ndate,hymc,zfpx,jlrpx,forecast,IsLatest
000514,渝开发,深交所主板,2018-06-30T00:00:00,15600000,29700000,-66.82,-36.82,"预计2018年1-6月归属于上市公司股东的净利润盈利1,560万元-2,970万元。","本期房地产项目结转收入规模及毛利率同比下降,导致本期利润较上年同期减少。",预减,47010000.0,2018-07-12T00:00:00,房地产,-51.82,22650000.0,reduction,T
600871,*ST油服,上交所风险警示板,2018-06-30T00:00:00,400000000,400000000,117.5,117.5,"预计2018年1-6月归属于上市公司股东的净利润盈利40,000万元左右","(一)主营业务影响
2018年上半年,随着国际油价的企稳回升,境内外油公司上游勘探开发资本支出较去年同期有所增加,本公司主要专业工作量和主营业务收入同比增长。经济效益逐步好转,上半年实现主营业务毛利率为正。
(二)非经营性损益的影响
2018年上半年,本公司非经常性损益预计增加归属于上市公司股东的净利润为人民币4亿元左右,其中包括职工分流安置政府财政补助资金人民币3.5亿元。",扭亏,-2285324000.0,2018-07-12T00:00:00,石油行业,117.5,400000000.0,increase,T
000671,阳光城,深交所主板,2018-06-30T00:00:00,950000000,1100000000,189.5,235.2,"预计2018年1-6月归属于上市公司股东的净利润盈利:95,000万元-110,000万元,比上年同期增长:189.5%-235.2%","公司2018年1-6月实现的归属于上市公司股东的净利润较上年同期大幅增长,主要系公司迅速发展,房地产开发项目结算收入大幅增加所致。",预增,328147800.0,2018-07-12T00:00:00,房地产,212.35,1025000000.0,increase,T
000650,仁和药业,深交所主板,2018-06-30T00:00:00,226172700,258483000,40,60,"预计2018年1-6月归属于上市公司股东的净利润盈利22,617.27万元-25,848.30万元,同比上年同期增长:40%-60%。","与去年同期相比,本期净利润增长的主要原因为今年上半年公司主营业务收入增加,主营业务利润增长较大;公司自产品(包括核心产品、重点产品等)销售增长、毛利率提升等综合所致。",预增,161551900.0,2018-07-12T00:00:00,医药制造,50.0,242327850.0,increase,T
000639,西王食品,深交所主板,2018-06-30T00:00:00,200000000,210000000,32.13,38.73,"预计2018年1-6月归属于上市公司股东的净利润盈利20,000万元-21,000万元,同比上年同期增长32.13%-38.73%。","2018年上半年,公司立足两大主业,保健品方面借助境外强大的研发能力,成功开发并推出RTD(即饮产品),准确切入增长迅速的市场,加快全球及电商渠道建设,逐步完善团队建设,积极推进品牌建设,公司积极与上游原料供应商(主要是乳清蛋白)展开战略谈判,锁定优惠价格;食用油板块在报告期内继续推行品牌推广及渠道深挖策略,最大限度发挥公司在渠道、人才、服务等方面优势,利润获得良好的增长态势。",略增,151368100.0,2018-07-12T00:00:00,食品饮料,35.43,205000000.0,increase,T
000717,韶钢松山,深交所主板,2018-06-30T00:00:00,1730000000,1730000000,158.69,158.69,"预计2018年1-6月归属于上市公司股东的净利润盈利约173,000万元,同比增长158.69%。","2018年国家供给侧结构性改革去产能工作继续深入推进,钢材价格保持在较高水平。同时,公司持续推进降本增效、对标挖潜、产品结构优化和基层基础管理能力提升工作,公司盈利同比大幅增加,预计上半年实现净利润约173,000万元。",预增,668767000.0,2018-07-12T00:00:00,钢铁行业,158.69,1730000000.0,increase,T
000702,正虹科技,深交所主板,2018-06-30T00:00:00,30000000,35000000,1175.89,1355.2,预计2018年1-6月归属于上市公司股东的净利润盈利:3000万元-3500万元。,"报告期内业绩变动主要原因为:公司全资子公司岳阳市正飞饲料有限公司国有土地使用权及地上建(构)筑物由政府收储,实现收益约4500万元。",扭亏,-2788400.0,2018-07-12T00:00:00,农牧饲渔,1265.545,32500000.0,increase,T
000539,粤电力A,深交所主板,2018-06-30T00:00:00,410000000,470000000,218,265,"预计2018年1-6月归属于上市公司股东的净利润盈利41,000万元-47,000万元,同比增长218%-265%。","2018年上半年社会用电需求回暖,公司上网电量有所增加,合营、联营公司亦盈利情况较好,同时受上年6月起调整部分固定资产折旧年限影响,使得公司经营业绩同比大幅提升。",预增,128740000.0,2018-07-12T00:00:00,电力行业,241.5,440000000.0,increase,T
200539,粤电力B,深交所主板,2018-06-30T00:00:00,410000000,470000000,218,265,"预计2018年1-6月归属于上市公司股东的净利润盈利41,000万元-47,000万元,同比增长218%-265%。","2018年上半年社会用电需求回暖,公司上网电量有所增加,合营、联营公司亦盈利情况较好,同时受上年6月起调整部分固定资产折旧年限影响,使得公司经营业绩同比大幅提升。",预增,128740000.0,2018-07-12T00:00:00,电力行业,241.5,440000000.0,increase,T
000856,冀东装备,深交所主板,2018-06-30T00:00:00,19100000,21500000,289.13,338.02,"预计2018年1-6月归属于上市公司股东的净利润盈利1,910万元-2,150万元,同比增长289.13%-338.02%。","报告期内,公司受市场和产品结构影响,营业收入同比略有下降,毛利率同比降低。公司加大应收账款陈欠清收力度并取得成效,部分冲回以前年度已计提坏账准备。报告期内,预计公司非经常性损益对净利润的影响约为33万元。",预增,4908400.0,2018-07-12T00:00:00,专用设备,313.575,20300000.0,increase,T
000755,*ST三维,深交所风险警示板,2018-06-30T00:00:00,-100000000,-80000000,58,66.4,预计2018年1-6月归属于上市公司股东的净利润亏损:约8000万元–10000万元。,"公司2018年1-6月经营业绩较上年同期相比大幅减亏,主要原因系公司2017年12月交割完成了剥离有机分厂、丁二分厂和配套职能部门的相关主要资产和负债。",减亏,-238090800.0,2018-07-12T00:00:00,化工行业,62.2,-90000000.0,unknown,T
000422,*ST宜化,深交所风险警示板,2018-06-30T00:00:00,210000000,250000000,-36.13,-23.97,预计2018年1-6月归属于上市公司股东的净利润盈利21000万元–25000万元。,"1、供给侧结构性改革效果显现,产品市场价格回升。报告期公司主导产品聚氯乙烯、烧碱、尿素、磷酸二铵同比上涨,增加了公司效益。2、公司重大资产出售工作完成,收益增加,亏损减少。2018年6月13日,新疆宜化化工有限公司(以下简称“新疆宜化”)80.1%股权转让工作完成,新疆宜化不再纳入公司合并报表范围,并且新疆宜化股权转让过渡期损益由受让方承担,减少了公司当期损失。",略减,328797000.0,2018-07-12T00:00:00,化肥行业,-30.05,230000000.0,reduction,T
000995,*ST皇台,深交所风险警示板,2018-06-30T00:00:00,-28000000,-24000000,48.75,56.07,"预计2018年1-6月归属于上市公司股东的净利润亏损:2,400万元-2,800万元,较上年上升:48.75%-56.07%。","本报告期归属于上市公司股东的净利润亏损额较上年同期有大幅下降,但仍然处于亏损状况,且期末净资产为负,主要原因是:1、非经常性损益因素。上年同期公司根据兰州市中级人民法院对10名自然人投资者“证券虚假陈述责任纠纷案”的一审判决结果,赔偿款22,933,918.72元计入当期营业外支出,案件受理费173,892.00元计入当期管理费用,由此增加了当期损益23,107,810.72元。本报告期该类诉讼对当期损益的影响为125,947.60元。2、刑事案件造成的后遗症因素。前董事长卢鸿毅等人涉嫌侵占和掏空上市公司资产的犯罪行为,给公司带来了极大伤害(已处于公安机关立案侦察阶段),造成公司经济损失巨大,资金严重不足,涉诉案件众多,产品价格倒挂,市场销量萎缩,加剧了公司的经营困难。同时,由于急需流动资金数额较大且迟迟不到位,新产品上市节奏放缓,导致营业收入下降,尚处于亏损状况。",减亏,-54630000.0,2018-07-12T00:00:00,酿酒行业,52.41,-26000000.0,unknown,T
200986,粤华包B,深交所主板,2018-06-30T00:00:00,-20000000,-10000000,-260.16,-180.08,预计2018年1-6月归属于上市公司股东的净利润亏损1000万元-2000万元。,"公司生产白卡纸所使用的进口木浆等原材料价格持续上涨,且受美元汇率波动的影响;产品销售价格上涨幅度未能完全覆盖产品单位成本上涨的幅度。",首亏,12487600.0,2018-07-12T00:00:00,造纸印刷,-220.12,-15000000.0,reduction,T
002639,雪人股份,深交所中小板,2018-06-30T00:00:00,7500000,11000000,-30.54,1.88,"预计2018年1-6月归属于上市公司股东的净利润盈利750万元-1,100万元,同比变动-30.54%至1.88%","本次2018年半年度业绩预告修正的原因:1、公司主营业务取得良好增长,市场销售情况超过预期,拉动了公司的业绩增长;2、全资子公司雪人科技有限公司在上海湾谷科技园区办公楼部分自用房地产转为投资性房地产及采用公允价值模式计量,其反映的公允价值变动损益较预期有所增加。",续盈,10797500.0,2018-07-12T00:00:00,机械行业,-14.33,9250000.0,unknown,T
002197,证通电子,深交所中小板,2018-06-30T00:00:00,31597900,36244700,240,290,"预计2018年1-6月归属于上市公司股东的净利润盈利3,159.79万元-3,624.47万元,比上年同期增长:240%-290%。","本次业绩预告向上修正的主要原因是:公司主营业务保持了稳定发展,IDC及云计算业务板块经营业绩增长超预期;加之报告期内,公司因出售其所持有的参股公司——深圳市鹏鼎创盈金融信息服务股份有限公司股份并取得投资收益,使得公司业绩好于之前预计。",预增,9293500.0,2018-07-12T00:00:00,电子信息,265.0,33921300.0,increase,T
300016,北陆药业,深交所创业板,2018-06-30T00:00:00,79156400,93548500,10,30,"预计2018年1-6月归属于上市公司股东的净利润盈利7,915.64万元-9,354.85万元,比上年同期增长:10%-30%。","2018年上半年,公司对比剂产品,尤其是碘帕醇注射液、碘克沙醇注射液等产品的销售收入持续提升,推动公司营业收入和净利润均实现稳定增长。2018年上半年,非经常性损益对公司净利润的影响金额约为620万元。",略增,71960400.0,2018-07-12T00:00:00,医药制造,20.0,86352450.0,increase,T
002180,纳思达,深交所中小板,2018-06-30T00:00:00,300000000,380000000,129.55,137.42,"预计2018年1-6月归属于上市公司股东的净利润盈利:30,000万元-38,000万元。","2018年半年度预计归属上市公司股东的净利润较去年同期扭亏为盈,高于前次业绩预告中预计业绩的主要原因如下:1、公司经营业绩的持续向好,超过预期。2、汇率大幅波动,对利润产生较大正面影响。",扭亏,-1015393500.0,2018-07-12T00:00:00,电子元件,133.485,340000000.0,increase,T
300303,聚飞光电,深交所创业板,2018-06-30T00:00:00,71975700,93568400,0,30,"预计2018年1-6月归属于上市公司股东的净利润盈利:7,197.57万元-9,356.84万元,比上年同期增长0%-30%","报告期内,公司整体经营情况良好,主营业务保持稳定增长。为保障公司综合竞争能力的稳定、持续提升全球市场占有率,本公司在加大市场开拓力度的同时,继续加强了研发投入及人力资源建设。",略增,71975700.0,2018-07-12T00:00:00,电子元件,15.0,82772050.0,increase,T
300049,福瑞股份,深交所创业板,2018-06-30T00:00:00,47545300,53488500,20,35,"预计2018年1-6月归属于上市公司股东的净利润盈利4,754.53万元-5,348.85万元,比上年同期增长20%-35%。","报告期内,公司归属于上市公司股东的净利润较上年同期同向上升,导致业绩同比上升的主要原因有:一是公司主导药品复方鳖甲软肝片的销量在报告期内同比回升;二是本报告期费用同比下降;三是法国Echosens公司的利润率有所提升。",略增,39621100.0,2018-07-12T00:00:00,医药制造,27.5,50516900.0,increase,T
300454,深信服,深交所创业板,2018-06-30T00:00:00,116120000,129390000,5,17,"预计2018年1-6月归属于上市公司股东的净利润盈利:11,612万元-12,939万元,同比上年同期增长5%-17%。","1、报告期内,公司归属于上市公司股东的净利润较上年同期增长的主要构成因素如下:(1)报告期内,公司实际收到的销售自主软件产品所享受的增值税即征即退收入较上年同期有明显增加,导致所确认的其他收益有较大增长;(2)报告期内,公司营业收入保持一定增长,但由于毛利率相对较低的云计算业务收入占比增加,综合毛利率较上年同期有所下降,同时,销售费用、研发投入较上年同期增加较大,若去除上述(1)所述因素对营业利润增长的贡献,则报告期内公司的营业利润相对去年同期有所下降。2、公司预计2018年上半年度非经常性损益对净利润的影响在2,700.00万元-3,000.00万元之间。",略增,110586600.0,2018-07-12T00:00:00,软件服务,11.0,122755000.0,increase,T
300745,欣锐科技,深交所创业板,2018-06-30T00:00:00,41610000,44690000,35,45,"预计2018年1-6月归属于上市公司股东的净利润盈利:4,161万元-4,469万元,较上年同期增长:35%-45%","得益于国内新能源汽车市场产销量相比上年同期增长的趋势,公司2018年上半年销量较上年同期增长明显,主营业务收入较上年同期上升明显;受市场竞争加剧等因素的影响,公司产品综合毛利率同比有所下降,净利润增幅低于收入增幅。",略增,30821200.0,2018-07-12T00:00:00,汽车行业,40.0,43150000.0,increase,T
300725,药石科技,深交所创业板,2018-06-30T00:00:00,46000000,55000000,44.91,73.26,"预计2018年1-6月归属于上市公司股东的净利润盈利4,600万元-5,500万元,同比增长44.91%-73.26%。","1、2018年半年度公司按照年度经营计划有序推进各项工作,加大市场推广力度,销售规模进一步扩大,经营业绩稳步提升。2、本报告期公司预计非经常性损益对净利润的影响金额约为484万元。扣除非经常性损益后归属于上市公司股东的净利润较上年同期增长29.46%-57.76%。",预增,31744700.0,2018-07-12T00:00:00,医疗行业,59.085,50500000.0,increase,T
300732,设研院,深交所创业板,2018-06-30T00:00:00,91836600,105442000,35,55,"预计2018年1-6月归属于上市公司股东的净利润盈利9,183.66万元–10,544.20万元,同比增加35%-55%。","1、报告期内,公司归属于上市公司股东的净利润比上年同期增长,主要原因系公司按照年初经营计划有序推进各项工作,整体经营情况良好,销售规模的增长带来利润的增长。2、报告期内,归属于上市公司股东的非经常性损益金额约为2350万元至2550万元,主要为公司房产处置损益。",预增,68027100.0,2018-07-12T00:00:00,工程建设,45.0,98639300.0,increase,T
300634,彩讯股份,深交所创业板,2018-06-30T00:00:00,49000000,55000000,15,29.08,"预计2018年1-6月归属于上市公司股东的净利润盈利:4,900.00万元-5,500.00万元,比上年同期增长:15.00%-29.08%。","报告期内,公司围绕战略规划,积极落实2018年度经营计划,专注主营业务,继续强化和巩固优势业务领域,持续提升公司技术水平和服务能力,2018年上半年公司技术服务业务和软件产品开发与销售业务均保持了良好增长势头,实现了主营业务收入稳步上升。报告期内,公司非经常性损益对净利润影响金额约为570万元,主要为政府补助。",略增,42609400.0,2018-07-12T00:00:00,软件服务,22.04,52000000.0,increase,T
300733,西菱动力,深交所创业板,2018-06-30T00:00:00,41053700,43553700,-4.4,1.42,"预计2018年1-6月归属于上市公司股东的净利润盈利:4105.37万元-4355.37万元,比上年同期变动-4.40%至1.42%。","1、报告期内,公司经营情况保持稳定,经营模式未发生重大变化,营业收入与去年同期相比基本持平。2、报告期内,预计非经常性损益对归属于上市公司股东的净利润影响金额为人民币370.33万元。",续盈,42942100.0,2018-07-12T00:00:00,汽车行业,-1.49,42303700.0,unknown,T
300718,长盛轴承,深交所创业板,2018-06-30T00:00:00,67773100,70283200,8,12,"预计2018年1-6月归属于上市公司股东的净利润盈利:6777.31万元--7028.32万元,比上年同期增长:8%-12%","1、报告期内,公司坚持既定的发展战略,围绕年度经营计划有序推进各项工作,公司各项主营业务稳定增长,营业收入和净利润同比均实现稳定增长;
2、受理财产品投资收益增加等影响,本期非经常性损益较上年同期有所增加,2018年1-6月公司预计非经常性损益对净利润的影响约为895万元,上年同期公司非经常性损益对净利润的影响为743万元,非经常性损益对净利润有一定影响。",略增,62752900.0,2018-07-12T00:00:00,机械行业,10.0,69028150.0,increase,T
300738,奥飞数据,深交所创业板,2018-06-30T00:00:00,22000000,26000000,-32.72,-20.49,"预计2018年1-6月归属于上市公司股东的净利润盈利:2,200万元-2,600万元,同比上年同期下降:20.49%-32.72%。","(一)报告期内,净利润同比下降的主要原因:1、新增自建机房的投产使得运营相关的折旧、摊销、租金水电成本与去年同期相比上升较大,而新增自建机房的业务增长尚未达到预期;2、受部分客户的业务调整影响,业务综合毛利率有所下降;3、研发支出、人员薪酬、公司上市发生的相关费用等费用的增加。(二)报告期内,预计非经常性损益对公司净利润的影响金额约为745.5万元,主要为银行理财收益及收到政府补助款。",略减,32698700.0,2018-07-12T00:00:00,软件服务,-26.605,24000000.0,reduction,T
300727,润禾材料,深交所创业板,2018-06-30T00:00:00,28000000,31500000,128.8,157.4,"预计2018年1-6月归属于上市公司股东的净利润盈利2,800万元–3,150万元,同比增加128.80%-157.40%","1、报告期内,受市场需求及销售结构优化影响,公司主要产品销售价格提高,销售收入大幅增长。2、报告期内,公司新建产能逐步释放,行业产品供应集中度提高,销售量提升。3、报告期内,产品销售价格提高和产能释放带来的规模效应部分抵消了主要原材料价格的持续上涨带来的影响。4、报告期内,公司非经常性损益对净利润影响预计为91万元。",预增,12237700.0,2018-07-12T00:00:00,化工行业,143.1,29750000.0,increase,T
300705,九典制药,深交所创业板,2018-06-30T00:00:00,26000000,29000000,5.75,17.95,"预计2018年1-6月归属于上市公司股东的净利润盈利2,600万元-2,900万元,同比增长5.75%-17.95%。","1、报告期,公司积极拓展业务,新产品上市形成了较好销售势头,销售收入稳步增长。2、预计报告期内公司非经常性损益对净利润的影响金额约为120万元。",略增,24586800.0,2018-07-12T00:00:00,医药制造,11.85,27500000.0,increase,T
839483,用友金融,新三板,2018-06-30T00:00:00,2880000,2880000,108.25,108.25,预计2018年1-6月归属于上市公司股东的净利润盈利:288万元。,"预告期内,归属于挂牌公司股东的净利润为288万元,与上年同期相比扭亏为盈。变动的主要原因为:预告期内,公司将经营策略全面转向提升持续盈利能力上,聚焦关键产品创新,加强了客户服务能力和项目交付能力,全面提升了公司经营效率,营业收入总额约为12,961.06万元,较上年同期增长24.30%。同时,预告期内公司对符合开发支出资本化条件的项目进行了开发支出资本化处理。",扭亏,-34895000.0,2018-07-12T00:00:00,-,108.25,2880000.0,increase,T
300697,电工合金,深交所创业板,2018-06-30T00:00:00,31053500,35711500,0,15,"预计2018年1-6月归属于上市公司股东的净利润盈利3,105.35万元-3,571.15万元,比上年同期增长0%-15.00%","1、报告期内,公司归属于上市公司股东的净利润较上年同期有所增长,主要原因是公司各项经营计划有序开展,公司2018年1-6月主营收入稳健增长,盈利能力提高。2、报告期内,预计非经常性损益对净利润的影响金额约为300.53万元。",略增,31053500.0,2018-07-12T00:00:00,有色金属,7.5,33382500.0,increase,T
300689,澄天伟业,深交所创业板,2018-06-30T00:00:00,25000000,26609000,-6.05,0,"预计2018年1-6月归属于上市公司股东的净利润盈利:2,500万元–2,660.90万元,比上年同期下降:0%-6.05%。","1、本报告期,公司营业收入预计比上年同期增长12%-15%,净利润预计比上年同期下降0%-6.05%,主要原因系公司因客户新增需求而建设新项目、开拓产品应用新领域,导致研发投入以及管理费用有所增加。2、预计2018年1-6月非经营性损益对净利润的影响金额约为380万元,主要为闲置资金理财收益。",略减,26609000.0,2018-07-12T00:00:00,电子元件,-3.025,25804500.0,reduction,T
300679,电连技术,深交所创业板,2018-06-30T00:00:00,117562200,135951000,-36.58,-26.66,"预计2018年1-6月归属于上市公司股东的净利润盈利:11,756.22万元-13,595.10万元,比上年同期下降:26.66%-36.58%","报告期内,公司生产经营模式未发生重大的变化,半年度业绩出现同比下滑,主要原因如下:(1)2018上半年国内市场手机出货量同比下滑,公司订单数量较去年同期减少,营收出现一定程度的同比下降;(2)受市场因素影响,产品价格有所下调;(3)公司加大对非手机行业的拓展、新产品持续研发投入增加,新产品量产规模效应尚未形成。本报告期非经常性损益对净利润的影响金额约为1,314.55万元。",略减,185370900.0,2018-07-12T00:00:00,电子元件,-31.62,126756600.0,reduction,T
300668,杰恩设计,深交所创业板,2018-06-30T00:00:00,35121100,40324300,35,55,"预计2018年1-6月归属于上市公司股东的净利润盈利3,512.11万元-4,032.43万元,同比增长35%-55%。","1、报告期内,公司归属于上市公司股东的净利润较上年同期增长。主要原因为:①公司营销力度的加强,使得业务订单量较上年同期有所增长,促使主营业务稳步提升。②公司合理利用闲置资金进行现金理财,取得了一定的投资收益,增加了公司利润。2、公司2017年半年度非经常性损益金额为76.52万元(税前),预计2018年半年度非经常性损益金额为220.76万元(税前)。主要系收到政府相关资助补贴款。",预增,26015700.0,2018-07-12T00:00:00,装修装饰,45.0,37722700.0,increase,T
300688,创业黑马,深交所创业板,2018-06-30T00:00:00,15573500,17558300,2,15,"预计2018年1-6月归属于上市公司股东的净利润盈利1,557.35万元–1,755.83万元,同比上年同期增长2%-15%。","1、2018年半年度预计归属于上市公司股东的净利润较去年同期增加,主要原因是公司主营业务稳定增长,营业收入同比上涨,盈利保持同向增长。2、2018年1-6月,公司预计非经常性损益对净利润的影响金额约为569.88万元到650.41万元。",略增,15268100.0,2018-07-12T00:00:00,文化传媒,8.5,16565900.0,increase,T
300671,富满电子,深交所创业板,2018-06-30T00:00:00,37300000,40000000,70.22,82.54,"预计2018年1-6月归属于上市公司股东的净利润盈利3730.00万元–4000.00万元,比上年同期增长70.22%-82.54%。","预告期内,公司归属于上市公司股东的净利润较上年同期上升,主要原因为:1、公司2018年上半年经营计划有序开展,公司主营业务稳定增长,营业收同比上涨。2、受市场需求及销售结构优化影响,公司主要产品销售价格提高,毛利率同比有所提高,盈利保持同向增长。",预增,21913400.0,2018-07-12T00:00:00,电子元件,76.38,38650000.0,increase,T
300642,透景生命,深交所创业板,2018-06-30T00:00:00,47136700,54207200,0,15,"预计2018年1-6月归属于上市公司股东的净利润盈利:4,713.67万元-5,420.72万元,与上年同期增长:0%-15%。","报告期内,公司经营情况总体保持稳定,经营模式未发生重大变化。公司按照年度经营计划有序推进各项工作,现有业务保持平稳发展,净利润与上年同期相比继续保持增长。随着研发投入的增加以及股权激励费用的摊销等因素影响,归属上市公司股东的净利润增速受到了一定程度的影响。",略增,47136700.0,2018-07-12T00:00:00,医药制造,7.5,50671950.0,increase,T
300676,华大基因,深交所创业板,2018-06-30T00:00:00,195000000,215000000,2.06,12.53,"预计2018年1-6月归属于上市公司股东的净利润盈利19,500.00万元-21,500.00万元,同比增长2.06%-12.53%。","1、报告期内,公司各项业务总体保持增长态势,生育健康、基础科研、复杂疾病与药物研发等业务较上年同期继续增长。预计合并口径收入为110,000万元至120,000万元,较上年同期增长23.84%至35.10%。预计合并口径归属于上市公司股东的净利润19,500万元至21,500万元,较上年同期增长2.06%至12.53%。2、报告期内,预计公司2018年半年度归属于上市公司股东的非经常性损益约为3,900万元(主要是理财产品利息收入、政府补助收入等),较去年同期增加约1,100万元。",略增,191060500.0,2018-07-12T00:00:00,医药制造,7.295,205000000.0,increase,T
300715,凯伦股份,深交所创业板,2018-06-30T00:00:00,24308200,26178000,30,40,"预计2018年1-6月归属于上市公司股东的净利润盈利:2430.82万元–2617.80万元,比上年同期增长:30%-40%。","1、报告期公司归属于上市公司股东的净利润较上年同期增长,主要原因是公司加快业务拓展,主要产品销售规模增长导致收入的增长和利润的增加。2、报告期公司非经常性损益对归属于上市公司股东的净利润的影响额约为354万元。",略增,18698600.0,2018-07-12T00:00:00,水泥建材,35.0,25243100.0,increase,T
300622,博士眼镜,深交所创业板,2018-06-30T00:00:00,22500000,28000000,5.08,30.76,"预计2018年1-6月归属于上市公司股东的净利润盈利2,250.00万元-2,800.00万元,同比增长5.08%-30.76%。","公司2018年半年度归属于上市公司股东的净利润比上年同期增长的主要原因是公司营业收入同比增长,同时,公司获取的政府补助及现金理财收益同比增加。预计2018年半年度非经常性损益对公司净利润的影响金额约为740万元。",略增,21413200.0,2018-07-12T00:00:00,商业百货,17.92,25250000.0,increase,T
300609,汇纳科技,深交所创业板,2018-06-30T00:00:00,13128700,15863900,20,45,"预计2018年1-6月归属于上市公司股东的净利润盈利1312.87万元-1586.39万元,比上年同期增长:20%-45%","1、报告期内,公司经营持续改善,营业收入同比增加。2、报告期内,公司确认了限制性股票激励计划股份支付费用约为人民币625万元。3、报告期内,非经常性损益项目对当期净利润的影响金额约为人民币496万元。受上述因素综合影响,公司本期归属于上市公司股东的净利润与上年同期相比有一定幅度的增长。",略增,10940600.0,2018-07-12T00:00:00,电子信息,32.5,14496300.0,increase,T
300620,光库科技,深交所创业板,2018-06-30T00:00:00,41853900,46927100,65,85,"预计2018年1-6月归属于上市公司股东的净利润盈利4,185.39万元—4,692.71万元,比上年同期增长:65%-85%","1、报告期内,主要受益于行业景气度较高,公司积极拓展国内外市场,营业收入增长致净利润相应增加;2、报告期内因美元升值产生汇兑收益310万元,而上年同期汇兑损失231万元,因汇兑损益原因导致的财务费用减少达到了541万元;3、报告期内,预计非经常性损益对净利润的影响金额约为593万元。",预增,25366000.0,2018-07-12T00:00:00,通讯行业,75.0,44390500.0,increase,T
300633,开立医疗,深交所创业板,2018-06-30T00:00:00,114150700,125197500,55,70,"预计2018年1-6月归属于上市公司股东的净利润盈利:11,415.07万元-12,519.75万元,比上年同期增长:55%-70%。","报告期内,公司主营业务收入较上年同期有所增长,其中归属于上市公司股东的净利润为11,415.07万元至12,519.75万元,比上年同期增长了55%-70%,主要系公司积极开拓市场,产品销售实现稳定增长,同时控制费用支出所致。报告期内,预计非经常性损益对净利润的影响金额为1,920.34万元。",预增,73645600.0,2018-07-12T00:00:00,专用设备,62.5,119674100.0,increase,T
300635,达安股份,深交所创业板,2018-06-30T00:00:00,24700000,27300000,0.05,10.58,"预计2018年1-6月归属于上市公司股东的净利润盈利:2470万元–2730万元,比上年同期增长:0.05%-10.58%","报告期内,公司各主营业务保持平稳发展,归属于上市公司股东的净利润较上年同期略有增长。",略增,24686900.0,2018-07-12T00:00:00,工程建设,5.315,26000000.0,increase,T
300663,科蓝软件,深交所创业板,2018-06-30T00:00:00,-33690000,-27560000,-10,10,"预计2018年1-6月归属于上市公司股东的净利润亏损2756万元-3369万元,同比变动-10%至10%。","2018年上半年,公司内外部经营环境、主要业务形态未发生重大变化。因行业特征和经营业绩的季节性影响,导致公司上半年处于亏损状态。在报告期内,预计非经常性损益对净利润的影响金额约为282.65万元。",续亏,-30622800.0,2018-07-12T00:00:00,软件服务,0.0,-30625000.0,unknown,T
300591,万里马,深交所创业板,2018-06-30T00:00:00,11193700,15144500,-15,15,"预计2018年1-6月归属于上市公司股东的净利润盈利:1,119.37万元-1,514.45万元,比上年同期变动:-15%至15%","2018年上半年度公司经营稳定,主营业务收入较去年同期有所上升,同时,销售费用、管理费用及财务费用较去年同期相比有所增长,净利润较去年同期基本持平。",续盈,13169100.0,2018-07-12T00:00:00,纺织服装,0.0,13169100.0,unknown,T
300605,恒锋信息,深交所创业板,2018-06-30T00:00:00,13130600,15895000,-5,15,"预计2018年1-6月归属于上市公司股东的净利润盈利1,313.06万元-1,589.50万元,同比变动-5%至15%。","报告期内公司整体业务情况良好,研发费用投入较上年同期对比增长较多,故归属于上市公司股东的净利润较上年同期基本持平。本报告期非经常性损益对净利润的影响金额预计为230万元,主要是取得的政府补助收入。",续盈,13821700.0,2018-07-12T00:00:00,软件服务,5.0,14512800.0,unknown,T
300595,欧普康视,深交所创业板,2018-06-30T00:00:00,75969700,87657300,30,50,"预计2018年1-6月归属于上市公司股东的净利润盈利7,596.97万元-8,765.73万元,比上年同期增长:30%-50%。",1.本报告期内利润增长主要为销量增加、营销服务终端收入增加以及2017年二季度受“315事件”影响同期基数较小等因素所致。2.公司预计2018年半年度非经常性损益对净利润的影响金额约为人民币1325万元左右。,略增,58438200.0,2018-07-12T00:00:00,专用设备,40.0,81813500.0,increase,T
300602,飞荣达,深交所创业板,2018-06-30T00:00:00,61000000,71000000,69.05,96.76,"预计2018年1-6月归属于上市公司股东的净利润盈利6,100万元-7,100万元,同比增长69.05%-96.76%。","公司预计2018年半年度归属于上市公司股东的净利润6,100–7,100万元,较去年同期增长69.05%~96.76%。主要原因为:报告期内,公司经营计划有序开展,公司营业收入稳定增长,毛利率同比有所提高,环比保持稳定,维持较好的盈利水平。同时汇率波动使得本期汇兑收益增加。预计2018年1-6月非经常性损益对公司净利润的影响金额约为1,068万元。",预增,36084700.0,2018-07-12T00:00:00,电子元件,82.905,66000000.0,increase,T
